id,address,lat,lng,rate,carpark_type,carpark_type_str,is_ttc,rate_half_hour,capacity,max_height,payment_methods/0,payment_methods/1,payment_methods/2,payment_options/0,payment_options/1,payment_options/2,rate_details/periods/0/title,rate_details/periods/0/rates/0/when,rate_details/periods/0/rates/0/rate,rate_details/periods/0/rates/1/when,rate_details/periods/0/rates/1/rate,rate_details/periods/0/notes/0,rate_details/periods/0/notes/1,rate_details/periods/0/notes/2,rate_details/periods/0/notes/3,enable_streetview,streetview_lat,streetview_long,streetview_yaw,streetview_pitch,streetview_zoom,rate_details/periods/1/title,rate_details/periods/1/rates/0/when,rate_details/periods/1/rates/0/rate,rate_details/periods/1/rates/1/when,rate_details/periods/1/rates/1/rate,rate_details/periods/1/notes/0,rate_details/periods/1/notes/1,rate_details/periods/1/notes/2,rate_details/periods/1/notes/3,rate_details/periods/1/notes/4,rate_details/periods/1/notes/5,rate_details/periods/1/notes/6,payment_options/3,rate_details/periods/2/title,rate_details/periods/2/rates/0/when,rate_details/periods/2/rates/0/rate,rate_details/periods/2/rates/1/when,rate_details/periods/2/rates/1/rate,rate_details/periods/2/notes/0,rate_details/periods/2/notes/1,rate_details/periods/2/notes/2,rate_details/periods/2/notes/3,rate_details/addenda/0,rate_details/addenda/1,rate_details/periods/0/rates/2/when,rate_details/periods/0/rates/2/rate,rate_details/periods/2/rates/2/when,rate_details/periods/2/rates/2/rate,rate_details/periods/3/title,rate_details/periods/3/rates/0/when,rate_details/periods/3/rates/0/rate,rate_details/periods/3/rates/1/when,rate_details/periods/3/rates/1/rate,rate_details/periods/4/title,rate_details/periods/4/rates/0/when,rate_details/periods/4/rates/0/rate,rate_details/periods/4/rates/1/when,rate_details/periods/4/rates/1/rate
506,140 Fifth Street,43.601690,-79.503422,$0.75 / Half Hour,surface,Surface,false,0.75,53,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$4.00,Night Maximum (6pm - 7am),$2.00,,,,,yes,43.601762,-79.503215,267.95,-1.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,66 Third Street,43.601216,-79.500697,$0.75 / Half Hour,surface,Surface,false,0.75,24,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$4.00,Night Maximum (6pm - 7am),$2.00,,,,,yes,43.601209,-79.500520,287.95,0.03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,128 Eighth Street,43.600906,-79.506769,$0.75 / Half Hour,surface,Surface,false,0.75,45,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$4.00,Night Maximum (6pm - 7am),$2.00,,,,,yes,43.600935,-79.506593,283.41,1.72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,3239 Lakeshore Blvd W.,43.596640,-79.521446,$1.00 / Half Hour,surface,Surface,false,1.00,22,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),NO MAXIMUM,Night Maximum (6pm - 7am),$2.00,,,,,yes,43.597051,-79.521706,139.96,3.15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,120 Sixth Street,43.600152,-79.503990,$0.75 / Half Hour,surface,Surface,false,0.75,54,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$4.00,Night Maximum (6pm - 7am),$2.00,,,,,yes,43.600531,-79.503917,219.74,6.17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,3220 Bloor Street West,43.645959,-79.518067,$1.00 / Half Hour,surface,Surface,false,1.00,57,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$8.00,Night Maximum (6pm - 7am),$3.00,,,,,yes,43.645974,-79.517561,319.53,-9.46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,575 Royal York Road,43.626997,-79.502724,$0.75 / Half Hour,surface,Surface,false,0.75,28,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Maximum (Any 24 hr Period),$4.00,,,,,,,yes,43.626794,-79.502791,51.85,1.06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,15 Primrose Avenue,43.614299,-79.489882,$0.75 / Half Hour,surface,Surface,false,0.75,23,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Maximum (Any 24 hr Period),$4.00,,,,,,,yes,43.614174,-79.489700,357.95,0.62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,5 Dayton Avenue,43.625584,-79.503551,$0.75 / Half Hour,surface,Surface,false,0.75,15,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$4.00,Night Maximum (6pm - 7am),$3.00,,,,,yes,43.625642,-79.503755,54.64,0.62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,20 Royalavon Crescent,43.645253,-79.532733,$0.75 / Half Hour,surface,Surface,false,0.75,62,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Maximum (7am - 7am),$4.00,,,,,,,yes,43.645597,-79.532518,205.12,2.98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,550 Mortimer Avenue,43.690428,-79.327898,$1.25 / Half Hour,surface,Surface,false,1.25,20,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Friday,Day Maximum (7am - 5pm),NO MAXIMUM,Night Maximum (5pm - 7am),$2.00,,,,,yes,43.690382,-79.327563,342.18,3.39,0,Saturday & Sunday,Day Maximum (7am - 5pm),$5.00,Night Maximum (5pm - 7am),$2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,22 John Street,43.701334,-79.517477,$0.75 / Half Hour,surface,Surface,false,0.75,190,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$4.50,Night Maximum (6pm - 7am),$2.00,,,,,yes,43.701785,-79.517149,258.02,-6.98,0,,,,,,,,,,,,,,,,,,,,,,,100 spaces designated to Go Transit,,,,,,,,,,,,,,,
652,301 Scott Road,43.690343,-79.472383,$0.75 / Half Hour,surface,Surface,false,0.75,14,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$5.00,Night Maximum (6pm - 7am),$3.00,,,,,yes,43.690409,-79.472573,110.03,5.51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,17 Riverview Gardens,43.649119,-79.486397,$1.00 / Half Hour,surface,Surface,false,1.00,113,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$7.00,Night Maximum (6pm - 7am),$5.00,,,,,yes,43.648860,-79.486131,358.54,-4.64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,16 Riverview Gardens,43.648894,-79.486663,$1.00 / Half Hour,surface,Surface,false,1.00,100,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$7.00,Night Maximum (6pm - 7am),$4.00,,,,,yes,43.649059,-79.486488,247.89,5.13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,271A Scarlett Road,43.677890,-79.506555,$0.75 / Half Hour,surface,Surface,false,0.75,11,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Maximum (7am - 7am),NO MAXIMUM,,,,,,,yes,43.677937,-79.506395,294.84,0.91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,2054 Dufferin Street,43.686611,-79.446806,$0.75 / Half Hour,surface,Surface,false,0.75,94,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Maximum (Any 24 hr Period),$4.00,,,,,,,yes,43.686824,-79.446640,249.55,2.81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,406 Oakwood Avenue,43.688069,-79.439317,$0.75 / Half Hour,surface,Surface,false,0.75,21,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$4.00,Night Maximum (6pm - 7am),$3.00,,,,,yes,43.688251,-79.439139,273.67,-1.38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,433 Rogers Road,43.682507,-79.463983,$0.75 / Half Hour,surface,Surface,false,0.75,24,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$4.50,Night Maximum (6pm - 7am),$2.50,,,,,yes,43.682625,-79.464007,132.97,-0.16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,1 Shortt Street,43.695951,-79.451795,$1.00 / Half Hour,surface,Surface,false,1.00,130,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$5.00,Night Maximum (6pm - 7am),$3.00,,,,,yes,43.695758,-79.451718,346.12,-4.06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,1607 Eglinton Avenue West,43.696952,-79.443727,$1.00 / Half Hour,surface,Surface,false,1.00,40,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$5.00,Night Maximum (6pm - 7am),$3.00,"Enter lot through Lanark Avenue, one block south of Eglinton Avenue.",,,,yes,43.697100,-79.443733,117.32,-2.16,0,,,,,,,,,,,,,,,,,,,,,,,,,Please note,Eglinton Avenue entrance temporary closed due to emergency water main repair.,,,,,,,,,,,,
700,101 Grangeway Avenue,43.775378,-79.250093,$1.00 / Half Hour,surface,Surface,false,1.00,261,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Maximum (Any 24 hr Period),$4.00,,,,,,,yes,43.775556,-79.250380,98.25,1.35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,197 Blantyre Avenue,43.681770,-79.281496,$1.00 / Half Hour,surface,Surface,false,1.00,83,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Maximum (Any 24 hr Period),$5.00,,,,,,,yes,43.681857,-79.281656,62.09,4.27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,40 Larch Street,43.652954,-79.397024,$1.25 / Half Hour,garage,Garage,false,1.25,357,2.00,Bills,Coins,Charge (Visa / Mastercard / American Express Only),Pay at Exit Lane Stations,Credit Card at Entry & Exit,Cashier,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$7.00,Night Maximum (6pm - 7am),$5.00,,,,,yes,43.653136,-79.397064,144.31,-7.73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,7 Monkton Avenue,43.644336,-79.521886,$1.50 / Half Hour,surface,Surface,false,1.50,25,,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$12.00,Night Maximum (6pm - 7am),$5.00,,,,,yes,43.644449,-79.522056,45.73,-5.37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,3885 Yonge Street,43.741786,-79.405950,$1.00 / Half Hour,surface,Surface,false,1.00,129,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (5am - 7pm),$9.00,Night Maximum (7pm - 5am),$4.00,,,,,yes,43.741893,-79.406189,116.44,-4.06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,1169 Weston Road,43.687441,-79.490300,$0.75 / Half Hour,surface,Surface,false,0.75,47,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$4.00,Night Maximum (6pm - 7am),$2.00,,,,,yes,43.687356,-79.490325,4.38,1.79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,1167 Eastern Avenue,43.665986,-79.313049,$0.75 / Half Hour,surface,Surface,false,0.75,66,2.10,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$4.00,Night Maximum (6pm - 7am),$4.00,,,,,yes,43.666135,-79.313341,77.14,0.32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,1141 Eastern Avenue,43.665660,-79.314079,$0.75 / Half Hour,surface,Surface,false,0.75,18,2.10,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$4.00,Night Maximum (6pm - 7am),$4.00,,,,,yes,43.666017,-79.313861,108.26,5.44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,74 Yorkville Avenue,43.670936,-79.392222,$2.75 / Half Hour,garage,Garage,false,2.75,172,2.20,Bills,Coins,Charge (Visa / Mastercard / American Express Only),Auto Express Pay Stations,Credit Card at Entry & Exit,Customer Assistance Booth,Monday - Saturday,Day Maximum (7am - 6pm),$18.00,Night Maximum (6pm - 7am),$8.00,,,,,yes,43.670917,-79.392226,0.00,5.00,0,Sunday,Day Maximum (7am - 6pm),$8.00,Night Maximum (6pm - 7am),$8.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,10 Portland Street,43.641635,-79.399159,$1.25 / Half Hour,garage,Garage,false,1.25,37,2.10,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$10.00,Night Maximum (6pm - 7am),$4.00,,,,,yes,43.641429,-79.398841,326.02,-7.62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,205 McCaul Street,43.657231,-79.392475,$2.75 / Half Hour,surface,Surface,false,2.75,38,2.13,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),NO MAXIMUM,Night Maximum (6pm - 7am),$8.00,,,,,yes,43.657202,-79.392664,52.45,-4.64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,363 Adelaide Street West,43.646712,-79.394910,$2.75 / Half Hour,surface,Surface,false,2.75,23,2.10,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),NO MAXIMUM,Night Maximum (6pm - 7am),$9.00,,,,,yes,43.646862,-79.394886,127.65,0.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,284 Milner Avenue,43.789429,-79.238387,$1.75 / Half Hour,surface,Surface,false,1.75,98,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday,Day Maximum (7am - 6pm),$8.00,Night Maximum (6pm - 7am),$3.00,,,,,yes,43.789222,-79.238639,340.71,0.47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,711 Lakeshore Blvd W,43.634366,-79.407235,$1.00 / Half Hour,surface,Surface,false,1.00,65,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Maximum (7am - 7am),$8.00,,,,,,,yes,43.634296,-79.408755,80.59,-4.23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,15 Price St,43.679814,-79.390007,$1.50 / Half Hour,surface,Surface,false,1.50,71,2.20,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (9am - 6pm),No Maximum - half hour rates apply,Night Maximum (6pm - 9am),$5.00,,,,,yes,43.679978,-79.390200,114.38,3.48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,1531 Eglinton Avenue West,43.697588,-79.440712,$1.00 / Half Hour,surface,Surface,false,1.00,23,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$5.00,Night Maximum (6pm - 7am),$3.00,,,,,yes,43.697682,-79.440984,141.23,-6.93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3354 Dundas Street West,43.665668,-79.481900,$1.00 / Half Hour,surface,Surface,false,1.00,13,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$5.00,Night Maximum (6pm - 7am),$3.00,,,,,yes,43.665588,-79.481731,319.38,0.76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,87 Richmond Street East,43.652464,-79.374326,$2.00 / Half Hour,surface,Surface,false,2.00,20,2.15,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),NO MAXIMUM,Night Maximum (6pm - 7am),$6.00,,,,,yes,43.652742,-79.374122,191.98,-1.43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,1530 Markham Road,43.789507,-79.237915,$2.00 / Half Hour,surface,Surface,false,2.00,24,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday ,Day Maximum (7am - 6pm),NO MAXIMUM,Night Maximum (6pm - 7am),$3.00,,,,,yes,43.789406,-79.237857,322.45,2.66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,121 St. Patrick Street,43.653575,-79.389685,$2.75 / Half Hour,surface,Surface,false,2.75,36,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),NO MAXIMUM,Night Maximum (6pm - 7am),$6.00,,,,,yes,43.653673,-79.389967,132.71,-6.90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,789 St. Clair Avenue West,43.680738,-79.429629,$1.00 / Half Hour,surface,Surface,false,1.00,18,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$7.00,Night Maximum (6pm - 7am),$3.00,,,,,yes,43.680868,-79.429729,137.63,-6.40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,1501 Yonge Street,43.689148,-79.394374,$2.50 / Half Hour,surface,Surface,false,2.50,37,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Saturday ,Day Maximum (7am - 6pm),$20.00,Night Maximum (6pm - 7am),$6.00,,,,,yes,43.689117,-79.394511,59.90,-2.16,0,Sunday ,Day Maximum (7am - 6pm),$12.00,Night Maximum (6pm - 7am),$6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,2700 Eglinton Avenue West,43.690203,-79.477919,$1.75 / Half Hour,surface,Surface,false,1.75,109,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Friday,Maximum (5am - 5pm),$9.00,,,,,,,yes,43.690375,-79.478090,17.97,7.05,0,FREE PARKING,Monday - Friday,AFTER 5pm,Saturday & Sunday,ALL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,2700 Eglinton Avenue West,43.690792,-79.478585,$1.75 / Half Hour,surface,Surface,false,1.75,38,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Friday ,Maximum (5am - 5pm),$9.00,,,,,,,yes,43.690899,-79.478294,308.15,-0.56,0,FREE PARKING,Monday - Friday,AFTER 5pm,Saturday & Sunday,ALL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,1 Colonel Samuel Smith Park Drive,43.597008,-79.516075,$1.00 / Half Hour,surface,Surface,false,1.00,30,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Friday ,Day Maximum (7am - 5pm),NO MAXIMUM,,,,,,,,,,,,,FREE PARKING,Monday - Friday,AFTER 5pm,Saturday & Sunday,ALL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,65 Colonel Samuel Smith Park,43.593757,-79.516468,$1.00 / Half Hour,surface,Surface,false,1.00,210,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Friday,Day Maximum (7am - 3pm),$7.00,,,,,,,,,,,,,FREE PARKING,Monday - Friday,AFTER 3pm,Saturday & Sunday,ALL DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,1503 Bayview Avenue,43.703909,-79.374332,$1.00 / Half Hour,surface,Surface,false,1.00,25,,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$8.00,Night Maximum (6pm - 7am),$4.00,,,,,yes,43.703822,-79.374413,43.25,0.91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,34 Hanna Avenue,43.638242,-79.419812,$1.50 / Half Hour,surface,Surface,false,1.50,184,2.10,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$9.00,Night Maximum (6pm - 7am),$5.00,,,,,yes,43.638432,-79.419805,213.77,-3.02,0,,,,,,,,,,,,,,,,,,,,,,,,,Event Rate,$10.00,,,,,,,,,,,,
225,80 Clinton Street,43.656346,-79.414555,$1.00 / Half Hour,surface,Surface,false,1.00,25,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Thursday,Day Maximum (2am - 6pm),CLOSED,Night Maximum (6pm - 2am),$8.00,,,,,yes,43.656090,-79.414215,262.99,-5.37,0,Friday,Day Maximum (2am - 6pm),CLOSED,Night Maximum (6pm -7am),$8.00,,,,,,,,,Saturday,Day Maximum (7am - 6pm),$6.00,Night Maximum (6pm - 7am),$8.00,,,,,,,,,,,Sunday ,Day Maximum (7am - 6pm),$6.00,Night Maximum (6pm - 2am),$8.00,Holidays,Day Maximum (7am - 6pm),$6.00,Night Maximum (6pm - 2am),$8.00
226,646 St. Clair Avenue West,43.682103,-79.424200,$1.00 / Half Hour,surface,Surface,false,1.00,18,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$7.00,Night Maximum (6pm - 7am),$3.00,,,,,yes,43.682017,-79.424169,330.63,-9.46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,105 Spadina Avenue,43.646680,-79.395233,$2.75 / Half Hour,surface,Surface,false,2.75,18,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),NO MAXIMUM,Night Maximum (6pm - 7am),$9.00,,,,,yes,43.646773,-79.395291,112.81,4.86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,11 Kenwood Avenue,43.682980,-79.422065,$1.00 / Half Hour,surface,Surface,false,1.00,25,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$7.00,Night Maximum (6pm - 7am),$3.00,,,,,yes,43.682901,-79.422148,68.89,0.34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,110 Dovercourt Road,43.643840,-79.422762,$1.00 / Half Hour,surface,Surface,false,1.00,8,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$8.00,Night Maximum (6pm - 7am),$4.00,,,,,yes,43.643757,-79.422465,291.55,1.42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,55 Mill Street,43.649553,-79.361694,$1.75 / Half Hour,surface,Surface,false,1.75,230,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Maximum (Any 10 hour Period),$14.00,,,,,,,yes,43.649412,-79.361816,38.72,-18.23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,19 Spadina Road,43.667974,-79.404218,$1.00 / Half Hour,surface,Surface,false,1.00,65,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$8.50,Night Maximum (6pm - 7am),$4.00,,,,,yes,43.667699,-79.404246,37.72,-0.73,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,44 Parliament Street,43.650361,-79.362445,$2.00 / Half Hour,surface,Surface,false,2.00,120,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$12.00,Night Maximum (6pm - 7am),$6.00,,,,,yes,43.650682,-79.362367,208.71,-1.28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,2201 Dundas Street West,43.653388,-79.451323,$1.00 / Half Hour,surface,Surface,false,1.00,10,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Maximum (Any 24 hr Period),$6.00,,,,,,,yes,43.653576,-79.451298,163.64,-10.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,166 Woodbine Ave,43.668252,-79.306226,$0.75 / Half Hour,surface,Surface,false,0.75,21,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$4.00,Night Maximum (6pm - 7am),$3.00,,,,,yes,43.668399,-79.305613,261.11,-2.41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,116 Winners Circle,43.667107,-79.310740,$0.75 / Half Hour,surface,Surface,false,0.75,10,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$4.00,Night Maximum (6pm - 7am),$3.00,,,,,yes,43.667291,-79.310146,280.97,-0.30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,100 Grangeway Avenue,43.774580,-79.251359,$1.00 / Half Hour,surface,Surface,false,1.00,214,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Maximum (Any 24 hr Period),$4.00,,,,,,,yes,43.774703,-79.251499,155.31,-9.17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
